id,시설명,영문명,유형,세부장르,주소,자치구,위도,경도,운영주체,공공민간,설립구분,설립연도,웹사이트,전화,입장료,휠체어접근,운영상태,최근접지하철역,지하철역거리m_직선,데이터출처,데이터기준일,데이터신뢰도,osm_id
F00194,목1동문고,Mok 1 Dong Library,공공도서관,자료 없음,자료 없음,양천구,37.53032,126.871231,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),오목교,726,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653832
F00195,신정5동문고,Sinjeong 5 Dong Library,공공도서관,자료 없음,자료 없음,강서구,37.525989,126.856546,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신정,117,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653833
F00196,신월디지털정보도서관,자료 없음,공공도서관,자료 없음,자료 없음,양천구,37.524605,126.840001,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),까치산,1014,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653840
F00197,갈현2동문고,Galhyeon 2 Dong Library,공공도서관,자료 없음,자료 없음,은평구,37.61866,126.915783,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),연신내,477,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653842
F00198,갈현1동문고,Galhyeon 1 Dong Library,공공도서관,자료 없음,자료 없음,은평구,37.621499,126.918812,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),연신내,354,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653849
F00199,공항동문고,Airport Dong Library,공공도서관,자료 없음,자료 없음,강서구,37.558857,126.810416,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),송정,301,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653858
F00200,하늘어린이문고,Haneul Children Library,공공도서관,자료 없음,자료 없음,강서구,37.551854,126.847595,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),우장산,1047,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653862
F00201,자양1동문고,Jayang 1 Dong Library,공공도서관,자료 없음,자료 없음,광진구,37.534516,127.082235,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),구의,459,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653870
F00202,옥수 청소년 독서실문고,Oksu Youth Dokseosil Library,공공도서관,자료 없음,자료 없음,성동구,37.544036,127.014777,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),옥수,384,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653888
F00203,응암1동 문화의집문고,Eungam 1 Dong Munhwauijip Library,공공도서관,자료 없음,자료 없음,은평구,37.600681,126.926719,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),역촌,694,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653894
F00204,오류2동문고,Oryu 2 Dong Library,공공도서관,자료 없음,서울특별시 구로구,구로구,37.488648,126.839179,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),천왕,255,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653899
F00205,새빛문고,Saebich Library,공공도서관,자료 없음,자료 없음,광진구,37.536336,127.082123,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),구의,373,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653904
F00206,개봉1동새마을문고,Gaebong 1 Dongsae Village Library,공공도서관,자료 없음,서울특별시 구로구,구로구,37.502188,126.847068,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),오류동,900,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653909
F00207,광진도서실문고,Gwangjindoseosil Library,공공도서관,자료 없음,서울특별시 구로구,구로구,37.486565,126.850972,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),오류동,1035,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653914
F00208,개봉3동새마을문고,Gaebong 3 Dongsae Village Library,공공도서관,자료 없음,서울특별시 구로구,구로구,37.485971,126.853745,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),개봉,1056,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653918
F00209,건영아파트문고,Geonyeong Apt. Library,공공도서관,자료 없음,자료 없음,금천구,37.449281,126.910634,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),금천구청,1646,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653922
F00210,노량진1동주민자치센터문고,Noryangjin 1 Dong community center Library,공공도서관,자료 없음,자료 없음,동작구,37.512312,126.941937,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),노량진,214,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653928
F00211,동작동주민자치센터문고,Dongjakdong community center Library,공공도서관,자료 없음,자료 없음,동작구,37.488677,126.979219,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),총신대입구(이수),340,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653933
F00212,도화2동문고,Dohwa 2 Dong Library,공공도서관,자료 없음,자료 없음,마포구,37.537562,126.950113,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),마포,430,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653949
F00213,상암동문고,Sangamdong Library,공공도서관,자료 없음,자료 없음,마포구,37.576794,126.895387,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),디지털미디어시티,246,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653955
F00214,한우리독서문화운동본부 성북구지부문고,Hanuridokseomunhwaundongbonbu Seongbukgujibu Library,공공도서관,자료 없음,자료 없음,강북구,37.61051,127.029345,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),미아사거리,305,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653970
F00215,신길1동새마을문고,Singil 1 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.511279,126.921386,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),대방,505,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653989
F00216,신길2동새마을문고,Singil 2 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.513581,126.916873,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신길,379,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368653995
F00217,신길3동새마을문고,Singil 3 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.50728,126.907715,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신풍,798,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654003
F00218,신길5동새마을문고,Singil 5 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.498824,126.906499,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신풍,257,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654020
F00219,신길6동새마을문고,Singil 6 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.498924,126.912515,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신풍,350,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654025
F00220,신길7동새마을문고,Singil 7 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.505037,126.921679,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),보라매,580,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654033
F00221,양평2동새마을문고,Yangpyeong 2 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.538081,126.896297,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),선유도,206,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654036
F00222,여의도동새마을문고,Yeouidodongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.517715,126.934623,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),샛강,561,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654046
F00223,영등포2동새마을문고,Yeongdeungpo 2 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.520035,126.910286,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),영등포시장,542,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654050
F00224,영등포3동새마을문고,Yeongdeungpo 3 Dongsae Village Library,공공도서관,자료 없음,자료 없음,영등포구,37.525529,126.903395,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),영등포시장,351,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654062
F00225,남영동새마을문고,Namyeongdongsae Village Library,공공도서관,자료 없음,자료 없음,용산구,37.54572,126.972996,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),숙대입구,112,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654064
F00226,녹번동주민자치센터도서사랑방문고,Nokbeondong community center Doseosarangbang Library,공공도서관,자료 없음,자료 없음,은평구,37.602729,126.934725,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),녹번,214,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654086
F00227,은평도서사랑방문고,Eunpyeongdoseosarangbang Library,공공도서관,자료 없음,자료 없음,은평구,37.602703,126.928801,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),녹번,640,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654091
F00228,응암도서실문고,Eungamdoseosil Library,공공도서관,자료 없음,자료 없음,은평구,37.600493,126.929592,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),녹번,543,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654101
F00229,증산동성산주민문고,Jeungsandongseongsanjumin Library,공공도서관,자료 없음,서울특별시 은평구,은평구,37.584204,126.907246,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),증산,235,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654107
F00230,인덕문고,Indeok Library,공공도서관,자료 없음,자료 없음,은평구,37.639255,126.938045,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),구파발,1714,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654113
F00231,숭인1동문고,Sungin 1 Dong Library,공공도서관,자료 없음,자료 없음,종로구,37.577889,127.015614,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),창신,215,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654150
F00232,쌍용아파트1단지문고,Ssangyong Apt. 1 Complex Library,공공도서관,자료 없음,자료 없음,성북구,37.580391,127.013725,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),창신,149,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654161
F00233,면목1동새마을문고,Myeonmok 1 Dongsae Village Library,공공도서관,자료 없음,자료 없음,중랑구,37.590098,127.090285,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),면목,302,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654165
F00234,한밀어린이문고,Hanmil Children Library,공공도서관,자료 없음,자료 없음,중랑구,37.587113,127.082984,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),면목,432,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654177
F00235,동성1.2차 아파트도서실문고,Dongseong 1.2 Cha Apt. Doseosil Library,공공도서관,자료 없음,자료 없음,중랑구,37.609123,127.097621,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신내,686,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654190
F00236,동성3차 아파트도서실문고,Dongseong 3 Cha Apt. Doseosil Library,공공도서관,자료 없음,자료 없음,중랑구,37.607689,127.096267,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신내,876,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654192
F00237,성원아파트 도서실문고,Seongwon Apt. Doseosil Library,공공도서관,자료 없음,자료 없음,중랑구,37.60427,127.095155,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신내,1211,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654207
F00238,신방주문고,Sinbangju Library,공공도서관,자료 없음,자료 없음,중랑구,37.601395,127.081722,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),중화,196,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654216
F00239,길2동문고,Gil 2 Dong Library,공공도서관,자료 없음,자료 없음,강동구,37.53923,127.146174,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),길동,535,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654224
F00240,중화새무리문고,Junghwasaemuri Library,공공도서관,자료 없음,자료 없음,동대문구,37.596004,127.071153,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),외대앞,654,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654225
F00241,미아2동문고,Mia 2 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.62736,127.018238,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),미아,700,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654235
F00242,미아3동문고,Mia 3 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.627071,127.026898,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),미아,95,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654238
F00243,미아4동문고,Mia 4 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.616142,127.033678,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),미아사거리,456,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654249
F00244,미아5동문고,Mia 5 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.618349,127.023783,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),미아사거리,799,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654253
F00245,미아8동문고,Mia 8 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.61932,127.02343,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),미아,832,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654261
F00246,미아9동문고,Mia 9 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.618346,127.0299,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),미아사거리,574,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654265
F00247,샛길문화원문고,Saetgil Cultural Center Library,공공도서관,자료 없음,자료 없음,강북구,37.640614,127.023492,자료 없음,공공(추정),확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),수유,351,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654276
F00248,수유1동문고,Suyu 1 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.633415,127.017139,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),수유,911,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654281
F00249,수유3동문고,Suyu 3 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.638726,127.023029,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),수유,251,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654287
F00250,수유6동문고,Suyu 6 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.641479,127.010539,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),수유,1392,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654298
F00251,수유5동문고,Suyu 5 Dong Library,공공도서관,자료 없음,자료 없음,강북구,37.63522,127.018599,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),수유,699,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654301
F00252,가양1동문고,Gayang 1 Dong Library,공공도서관,자료 없음,자료 없음,강서구,37.569211,126.840354,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),양천향교,118,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654309
F00253,가양2동문고,Gayang 2 Dong Library,공공도서관,자료 없음,자료 없음,강서구,37.567426,126.85115,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),가양,781,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654314
F00254,화곡8동문고,Hwagok 8 Dong Library,공공도서관,자료 없음,자료 없음,강서구,37.532749,126.848398,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),까치산,180,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654329
F00255,참좋은문고,Chamjoheun Library,공공도서관,자료 없음,자료 없음,강서구,37.531374,126.858037,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신정,727,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654346
F00256,남현동문고,Namhyeondong Library,공공도서관,자료 없음,자료 없음,동작구,37.474571,126.977754,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),사당,412,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654354
F00257,봉천2동문고,Bongcheon 2 Dong Library,공공도서관,자료 없음,자료 없음,관악구,37.487248,126.956588,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),서울대입구,752,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654364
F00258,봉천3동문고,Bongcheon 3 Dong Library,공공도서관,자료 없음,자료 없음,동작구,37.490588,126.956414,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),숭실대입구,602,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654370
F00259,관악어린이창작놀이터,Seoul Art Space Gwanak,복합문화공간,자료 없음,자료 없음,관악구,37.485887,126.940757,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),봉천,403,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654411
F00260,신림4동문고,Sillim 4 Dong Library,공공도서관,자료 없음,자료 없음,관악구,37.485332,126.918096,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신대방,485,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654437
F00261,신림5동문고,Sillim 5 Dong Library,공공도서관,자료 없음,자료 없음,관악구,37.487423,126.927032,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신림,425,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654439
F00262,신림12동문고,Sillim 12 Dong Library,공공도서관,자료 없음,자료 없음,관악구,37.476261,126.915489,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신대방,1274,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654469
F00263,구의1동문고,Guui 1 Dong Library,공공도서관,자료 없음,자료 없음,광진구,37.542491,127.085646,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),구의,594,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654483
F00264,광장동문고,Gwangjang dong Library,공공도서관,자료 없음,자료 없음,광진구,37.546833,127.103477,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),광나루,170,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654488
F00265,구의3동문고,Guui 3 Dong Library,공공도서관,자료 없음,자료 없음,광진구,37.539014,127.097662,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),강변,505,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654494
F00266,군자동문고,Gunjadong Library,공공도서관,자료 없음,자료 없음,광진구,37.555148,127.075848,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),군자,402,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654500
F00267,노유2동문고,Noyu 2 Dong Library,공공도서관,자료 없음,자료 없음,광진구,37.533682,127.066641,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),자양,239,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654507
F00268,자양2동문고,Jayang 2 Dong Library,공공도서관,자료 없음,자료 없음,광진구,37.528847,127.084455,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),구의,938,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654518
F00269,능동문고,Neungdong Library,공공도서관,자료 없음,자료 없음,광진구,37.553769,127.080472,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),군자,395,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654519
F00270,자양3동문고,Jayang 3 Dong Library,공공도서관,자료 없음,자료 없음,광진구,37.533901,127.072726,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,no,운영 중(추정),자양,590,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654529
F00271,중곡1동문고,Junggok 1 Dong Library,공공도서관,자료 없음,자료 없음,광진구,37.560596,127.079969,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),군자,374,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654531
F00272,중곡2동문고,Junggok 2 Dong Library,공공도서관,자료 없음,자료 없음,광진구,37.56031,127.081455,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),군자,380,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654542
F00273,화양동문고,Hwayangdong Library,공공도서관,자료 없음,자료 없음,광진구,37.546686,127.071233,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),어린이대공원,296,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/368654552
